smiles,source_columns
O=C1N(C(C2=CC(OC3=CC(C(N([Rb])C4=O)=O)=C4C=C3)=CC=C21)=O)C5=CC=C(C=C5OP(OCC)(OCC)=O)C(C)(C6=CC(OP(OCC)(OCC)=O)=C([Fr])C=C6)C,LOI.csv:smiles1;T5.csv:smiles1
O=C1N(C(C2=CC(OC3=CC(C(N([Rb])C4=O)=O)=C4C=C3P5(C6=CC=CC=C6)=O)=C5C=C21)=O)C7=CC=C(C=C7)C(C)(C8=CC=C(C(C)(C9=CC=C([Fr])C=C9)C)C=C8)C,LOI.csv:smiles1;T5.csv:smiles1
O=C1N(C(C2=CC=C(OC3=CC=C4C(C(N(OCCOC(C5=CC=C(C=C5)C([Fr])=O)=O)C4=O)=O)=C3)C=C21)=O)OCCO[Rb],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:mix_smiles1
O=C1N(C2=CC(C(OCCCO[Rb])=O)=CC(C([Fr])=O)=C2)C(C3=C1C=C(C=C3)C#CC4=CC=CC=C4)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C1N(C2=CC(C([Fr])=O)=CC(C(OCCO[Rb])=O)=C2)C(C3=C1C=C(C=C3)C#CC4=CC=CC=C4)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C1N(C2=CC=C(OC3=CC(P(C4=CC=CC=C4)(C5=CC=CC=C5)=O)=C(OC6=CC=C([Fr])C=C6)C=C3)C=C2)C(C7C1CC(C8CC(C(N([Rb])C9=O)=O)C9CC8)CC7)=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C1N(C2=CC=C(OC3=CC=C([Fr])C=C3)C=C2)C(C4C1CC(C(N([Rb])C5=O)=O)C5C4)=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C1N(C2=CC=C(OC3=CC=C([Fr])C=C3)C=C2)C(C4C1CC(C5CC(C(N([Rb])C6=O)=O)C6CC5)CC4)=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=P(C)(C1=CC=CC(NC(C2=CC=C(C(N(C3=CC=C(OC4=CC=C(N5C(C(C=C(C([Fr])=O)C=C6)=C6C5=O)=O)C=C4)C=C3)C7=O)=O)C7=C2)=O)=C1)C8=CC(N[Rb])=CC=C8,T5.csv:smiles1;Tg.csv:smiles1
O=P(C1=CC(C([Fr])=O)=CC(C(OCCO[Rb])=O)=C1)([O-])[O-].[K+].[K+],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=P(C1=CC=CC=C1)(C2=CC=CC=C2)C([Fr])C[Rb],LOI.csv:smiles2
O=P(C1=CC=CC=C1)(C2=CC=CC=C2)CC([Fr])C[Rb],LOI.csv:smiles2
O=P(C1=CC=CC=C1)(CCC(OCCO[Rb])=O)[Fr],LOI.csv:smiles2
O=P(C1=CC=CC=C1)(NC2=CC=C(NP(C3=CC=CC=C3)(NC4=CC=C(NP(C5=CC=CC=C5)(NC6=CC=C(NP(C7=CC=CC=C7)(NC8=CC=C(NP(C9=CC=CC=C9)(NC%10=CC=C(C=C%10)N[Rb])=O)C=C8)=O)C=C6)=O)C=C4)=O)C=C2)NC(C=C%11)=CC=C%11N[Fr],LOI.csv:smiles2;UL-94.csv:smiles2
O=P(C1=CC=CC=C12)(CC(CC(OCCO[Rb])=O)C([Fr])=O)OC3=C2C=CC=C3,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2
O=P(O)(O)C(C1=CC=CC=C1)([Fr])C[Rb],LOI.csv:smiles2
O=P(O)(O)C([Fr])C[Rb],LOI.csv:smiles2
O=P(OC(C)C)(OC(C)C)CC(C=C1)=CC=C1C([Fr])C[Rb],LOI.csv:smiles2;Tg.csv:smiles2
O=P(OC)(OC)CC(C=C1)=CC=C1C([Fr])C[Rb],LOI.csv:smiles2
O=P(OC1=CC=C(C(C)(C2=CC=C(O[Fr])C=C2)C)C=C1)([Rb])C3=CC=CC=C3,LOI.csv:smiles1
O=P(OC1=CC=CC=C1)(OC2=CC=CC=C2)C([Fr])C[Rb],LOI.csv:smiles2
O=P(OCC)(OCC)C(C1=CC=CC=C1)([Fr])C[Rb],LOI.csv:smiles2
O=P(OCC)(OCC)C(C=C1)=CC=C1C([Fr])C[Rb],LOI.csv:smiles2
O=P(OCC)(OCC)C([Fr])C[Rb],LOI.csv:smiles2
O=P(OCC)(OCC)CC(C=C1)=CC=C1C([Fr])C[Rb],LOI.csv:smiles2;Tg.csv:smiles2
O=P(OCC)(OCC)CC([Fr])C[Rb],LOI.csv:smiles2
O=P(OCCC1=CC=CC=C1)(OCCC2=CC=CC=C2)C([Fr])C[Rb],LOI.csv:smiles2
O=P(OCCCC)(OCCCC)CC(C=C1)=CC=C1C([Fr])C[Rb],LOI.csv:smiles2;Tg.csv:smiles2
O=P(OCCO[Fr])([Rb])C1=CC=CC=C1,LOI.csv:smiles1
O=P(O[Fr])(CCC(OCCCCO[Rb])=O)C1=CC=CC=C1,LOI.csv:smiles2;UL-94.csv:smiles2
O=P(O[Mg]OP([Fr])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[Rb],LOI.csv:smiles2;Tg.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=P([Fr])(C1=CC=CC=C1)CCC([Rb])=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=P([H])([H])[O-].O=P([H])([H])[O-].O=P([H])([H])[O-].[Al+3],LOI.csv:mix_smiles1;UL-94.csv:mix_smiles1
O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(C=C4OCCOC(C5=CC=C(C([Fr])=O)C=C5)=O)=C(C=C4)OCCO[Rb],LOI.csv:smiles2
O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(C=C4O[Rb])=C(C=C4)OC([Fr])=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=P1(C2=C(OCCO[Rb])C=CC(OCCOC(C3=CC(C([Fr])=O)=CC=C3)=O)=C2)C4=C(C=CC=C4)C5=C(C=CC=C5)O1,LOI.csv:smiles1
O=P1(C2=C(OCCO[Rb])C=CC(OCCOC(C3=CC=C(C(C4=CC=C(C([Fr])=O)C=C4)=O)C=C3)=O)=C2)C5=C(C=CC=C5)C6=C(C=CC=C6)O1,LOI.csv:smiles1
O=P1(C2=C(OCCO[Rb])C=CC(OCCOC(C3=CC=C(C4=CC=C(C([Fr])=O)C=C4)C=C3)=O)=C2)C5=C(C=CC=C5)C6=C(C=CC=C6)O1,LOI.csv:smiles1
O=P1(C2=C(OCCO[Rb])C=CC(OCCOC(C3=CC=C(C=C3)C([Fr])=O)=O)=C2)C4=C(C=CC=C4)C5=C(C=CC=C5)O1,LOI.csv:smiles1
O=P1(C2=C(OCCO[Rb])C=CC(OCCOC(C3=CC=C(OC4=CC=C(C([Fr])=O)C=C4)C=C3)=O)=C2)C5=C(C=CC=C5)C6=C(C=CC=C6)O1,LOI.csv:smiles1
O=P1(C2=C(OCCO[Rb])C=CC(OCCOC(C3=CC=C(S(C4=CC=C(C([Fr])=O)C=C4)(=O)=O)C=C3)=O)=C2)C5=C(C=CC=C5)C6=C(C=CC=C6)O1,LOI.csv:smiles1
O=P1(C2=C(OCCO[Rb])C=CC(OCCOC(C3=CC=C4C(C=CC(C([Fr])=O)=C4)=C3)=O)=C2)C5=C(C=CC=C5)C6=C(C=CC=C6)O1,LOI.csv:smiles1
O=P1(C2=CC=CC=C2C3=C(O1)C=CC=C3)CC(C([Fr])=O)C(OCCCO[Rb])=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2
O=P1(OC2)OCC2(CO1)COC3=NC(N4CCN([*])CC4)=NC([*])=N3,LOI.csv:mix_smiles2;T5.csv:mix_smiles2;UL-94.csv:mix_smiles2
O=P1(OC2=C(O1)C=CC=C2)C([Fr])C[Rb],LOI.csv:smiles2;Tg.csv:smiles2
O=P1([O-])C2=CC(C([Fr])=O)=CC=C2CC3=CC=C(C(OCCO[Rb])=O)C=C13.[Na+],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2
O=[Si]=O,LOI.csv:mix_smiles3;LOI.csv:mix_smiles4;UL-94.csv:mix_smiles3;UL-94.csv:mix_smiles4
OC(C[Rb])[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
OCC(CO)(CO)CO,LOI.csv:mix_smiles1;LOI.csv:mix_smiles2;UL-94.csv:mix_smiles1;UL-94.csv:mix_smiles2
OCC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)CO,LOI.csv:smiles1;Tg.csv:smiles1
OCCCCOC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OCCCCO,LOI.csv:smiles1;Tg.csv:smiles1
OCCNc1nc(NCCCCCCN[Fr])nc(n1)[Rb],T5.csv:smiles1
OCCOC(CCP(C1=CC=CC=C1)([O-])=O)=O.[Na+],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2
Oc1c(CN(c2ccccc2)C[Fr])c([Rb])c(Sc3ccc(OC4)c(CN4c5ccccc5)c3)cc1,LOI.csv:smiles1;T5.csv:smiles1
Oc1ccc(C([Fr])C[Rb])cc1,LOI.csv:smiles1;Tg.csv:smiles1
S=C(NC(C1=CC=CC(C(NC(NC2=CC=C(C=C2)[*])=S)=O)=N1)=O)NC3=CC=C(C=C3)N4C(C5=C(C4=O)C=C6C(C(N(C6=O)[*])=O)=C5)=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
S=P([Rb])(Oc1ccc(S(=O)(c2ccc(O[Fr])cc2)=O)cc1)c3ccccc3,T5.csv:smiles1
[*]C1=NC(NCCN[*])=NC(NCCNO)=N1,LOI.csv:mix_smiles2;T5.csv:mix_smiles2;UL-94.csv:mix_smiles2
[*]C1=NC(NCCO)=NC(NCCN[*])=N1,LOI.csv:mix_smiles1;LOI.csv:mix_smiles2;UL-94.csv:mix_smiles1;UL-94.csv:mix_smiles2
[*]OCNC1=NC(NCO)=NC(NCOCCN2C(N(C(N(C2=O)CCOCNC3=NC(NCO)=NC(NCO[*])=N3)=O)CCO)=O)=N1,LOI.csv:mix_smiles1;UL-94.csv:mix_smiles1
[*]P(CP(ON1CCNCC1)(CP([*])([O-].[NH4+])=O)=O)([O-].[NH4+])=O,LOI.csv:mix_smiles1;UL-94.csv:mix_smiles1
[*]P(CP(ONCCN)(CP([*])([O-].[NH4+])=O)=O)([O-].[NH4+])=O,LOI.csv:mix_smiles2;UL-94.csv:mix_smiles2
[*]P(CP(ONCCO)(CP([*])([O-].[NH4+])=O)=O)([O-].[NH4+])=O,LOI.csv:mix_smiles1;UL-94.csv:mix_smiles1
[*]P(O[*])([O-].[NH4+])=O,LOI.csv:mix_smiles1;LOI.csv:mix_smiles2;LOI.csv:mix_smiles3;T5.csv:mix_smiles1;UL-94.csv:mix_smiles1;UL-94.csv:mix_smiles2;UL-94.csv:mix_smiles3
[Fr]C(C(C=C1)=CC=C1C(NCCN[Rb])=O)=O,T5.csv:smiles1
[Fr]C(C(C=C1)=CC=C1NC2=NNC(C(C=C3)=CC=C3N[Rb])=N2)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C(C=C1)=CC=C1P(C(C=C2)=CC=C2C(OCCCO[Rb])=O)(C3=CC=CC=C3)=O)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2
[Fr]C(C(NC1=CC=C(/C=C/C(C2=CC=C(C=C(OC)C=C3)C3=C2)=O)C=C1)=O)C[Rb],Tg.csv:smiles1
[Fr]C(C(OC)=O)C[Rb],LOI.csv:smiles1
[Fr]C(C1=CC(C(NC2=CC=C(C=C2N[Rb])S(=O)([O-])=O)=O)=CC=C1)=O.[K+],LOI.csv:mix_smiles1;T5.csv:mix_smiles1;UL-94.csv:mix_smiles1
[Fr]C(C1=CC(C(OCCO[Rb])=O)=CC(N2C(C3C4C=CC(C3C2=O)C4)=O)=C1)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2
[Fr]C(C1=CC(C2=NC3=CC=CC=C3N2)=CC(C(OCCO[Rb])=O)=C1)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Fr]C(C1=CC(C2=NC3=CC=CC=C3N2C)=CC(C(OCCO[Rb])=O)=C1)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Fr]C(C1=CC(C2=NC3=CC=CC=C3O2)=CC(C(OCCO[Rb])=O)=C1)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Fr]C(C1=CC(C2=NC3=CC=CC=C3S2)=CC(C(OCCO[Rb])=O)=C1)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Fr]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=C5C(C(N[Rb])=CC=C5)=CC=C4)=O)=C1)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC(N[Rb])=CC=C4)=O)=C1)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(C5=CC=C(N[Rb])C=C5)C=C4)=O)=C1)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(CC5=CC=C(N[Rb])C=C5)C=C4)=O)=C1)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(N[Rb])C=C4)=O)=C1)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(N[Rb])C=C4C)=O)=C1)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(OC5=CC=C(N[Rb])C=C5)C=C4)=O)=C1)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(S(C5=CC=C(N[Rb])C=C5)(=O)=O)C=C4)=O)=C1)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC(NC2=CC=C(N[Rb])C=C2)=CC(NC3=NNC(C4=CC=CC=C4)=N3)=C1)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC(NC2=CC=CC(N[Rb])=C2)=CC(NC3=NNC(C4=CC=CC=C4)=N3)=C1)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=CC(C(NCCCCCCN[Rb])=O)=C1)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Fr]C(C1=CC(OC2=CC=C(C=C2)P(C3=CC=C(C=C3)OC4=CC(C(NC5=CC(C(F)(F)F)=C(C=C5)OC6=CC=C(C=C6)C(C7=CC=CC=C7)(C8=CC=C(C=C8)OC9=C(C=C(C=C9)N[Rb])C(F)(F)F)C%10=CC=CC=C%10)=O)=CC=C4)(C%11=CC=CC=C%11)=O)=CC=C1)=O,LOI.csv:smiles1
[Fr]C(C1=CC(OC2=CC=C(C=C2)P(C3=CC=C(C=C3)OC4=CC(C(NC5=CC([H])=C(C=C5)OC6=CC=C(C=C6)C(C7=CC=CC=C7)(C8=CC=C(C=C8)OC9=C(C=C(C=C9)N[Rb])[H])C%10=CC=CC=C%10)=O)=CC=C4)(C%11=CC=CC=C%11)=O)=CC=C1)=O,LOI.csv:smiles1
[Fr]C(C1=CC(OC2=CC=C(P(C3=CC=C(OC4=CC(C(NC5=CC(C(F)(F)F)=C(OC6=CC=C(C7(C8=CC=CC=C8OC9=C7C=CC=C9)C%10=CC=C(OC%11=C(C(F)(F)F)C=C(N[Rb])C=C%11)C=C%10)C=C6)C=C5)=O)=CC=C4)C=C3)(C%12=CC=CC=C%12)=O)C=C2)=CC=C1)=O,LOI.csv:smiles1
[Fr]C(C1=CC(OC2=CC=C(P(C3=CC=C(OC4=CC(C(NC5=CC([H])=C(OC6=CC=C(C(C7=CC=CC=C7C8=O)(C9=C8C=CC=C9)C%10=CC=C(OC%11=C([H])C=C(N[Rb])C=C%11)C=C%10)C=C6)C=C5)=O)=CC=C4)C=C3)(C%12=CC=CC=C%12)=O)C=C2)=CC=C1)=O,LOI.csv:smiles1
[Fr]C(C1=CC(OC2=CC=C(P(C3=CC=C(OC4=CC(C(NC5=CC([H])=C(OC6=CC=C(C7(C8=CC=CC=C8OC9=C7C=CC=C9)C%10=CC=C(OC%11=C([H])C=C(N[Rb])C=C%11)C=C%10)C=C6)C=C5)=O)=CC=C4)C=C3)(C%12=CC=CC=C%12)=O)C=C2)=CC=C1)=O,LOI.csv:smiles1
[Fr]C(C1=CC2=C(C(N(C3=CC=C(C(NCCCCCCN[Rb])=O)C=C3O)C2=O)=O)C=C1)=O,LOI.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Fr]C(C1=CC=C(C(OCCO[Rb])=O)C=C1)=O,LOI.csv:smiles1;UL-94.csv:smiles1
[Fr]C(C1=CC=C(C=C1)/N=N/C2=CC=C(C(NC3=CC=C(C=C3)N[Rb])=O)C=C2)=O,LOI.csv:smiles1
[Fr]C(C1=CC=C(C=C1)/N=N/C2=CC=C(C(NC3=CC=CC(P(C4=CC=CC(N[Rb])=C4)(C5=CC=CC=C5)=O)=C3)=O)C=C2)=O,LOI.csv:smiles1
[Fr]C(C1=CC=C(C=C1)C(N([H])C2=CC=C(C=C2)N([Rb])[H])=O)=O,LOI.csv:smiles1
[Fr]C(C1=CC=C(C=C1)C(OCCCCO[Rb])=O)=O,LOI.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC=C(C=C1)NC2=NC(N3CCOCC3)=NC(NC4=CC=C(C=C4)C(NC5=CC=C(N(C6=CC=C(OC)C=C6)C7=CC=C(N[Rb])C=C7)C=C5)=O)=N2)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC=C(C=C1)NC2=NC(N3CCOCC3)=NC(NC4=CC=C(C=C4)C(NC5=CC=C(OC6=CC=C(N[Rb])C=C6)C=C5)=O)=N2)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC=C(C=C1)NC2=NC(N3CCOCC3)=NC(NC4=CC=C(C=C4)C(NC5=CC=C(S(C6=CC=C(N[Rb])C=C6)(=O)=O)C=C5)=O)=N2)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC=C(C=C1)NC2=NC(N3CCOCC3)=NC(NC4=CC=C(C=C4)C(NC5=CC=CC(N[Rb])=C5)=O)=N2)=O,T5.csv:smiles1;Tg.csv:smiles1
[Fr]C(C1=CC=C(C=C1)OC2=CC=C(C=C2)C3(C4=CC=C(C=C4)OC5=CC=C(C=C5)C(NCCCCCCN[Rb])=O)C6=CC=CC=C6C7=C3C=CC=C7)=O,LOI.csv:smiles1;UL-94.csv:smiles1
[Fr]C(C1=CC=C(C=C1)OCCCCOC2=CC=C(C=C2)C(NC3=CC=CC(P(C4=CC=CC(N[Rb])=C4)(C5=CC=CC=C5)=O)=C3)=O)=O,LOI.csv:smiles1
[Fr]C(C1=CC=C(C=C1)P(C(C=C2)=CC=C2C([Rb])=O)(C3=CC=CC=C3)=O)=O,LOI.csv:smiles1;UL-94.csv:smiles1
[Fr]C(C1=CC=C(OC2=CC=C(C3(C4=CC=CC=C4C5=C3C=CC=C5)C6=CC=C(OC7=CC=C(C(NCCC[Si](C)(C)O[Si](C)(CCCN[Rb])C)=O)C=C7)C=C6)C=C2)C=C1)=O,LOI.csv:smiles2;UL-94.csv:smiles2
[Fr]C(C1=CC=C2C(N(C(C2=C1)=O)C3=C(C=CC(C(OCCCCO[Rb])=O)=C3)O)=O)=O,UL-94.csv:smiles2
[Fr]C(C1=CC=C2C(N(C(C2=C1)=O)C3=C(C=CC(C(OCCCO[Rb])=O)=C3)O)=O)=O,UL-94.csv:mix_smiles1;UL-94.csv:smiles2
[Fr]C(C1=CC=C2C(N(C(C2=C1)=O)C3=C(C=CC(C(OCCO[Rb])=O)=C3)O)=O)=O,UL-94.csv:smiles2
[Fr]C(C1=CC=CC(C(N([H])C2=CC(N([Rb])[H])=CC=C2)=O)=C1)=O,LOI.csv:smiles1
[Fr]C(C1=CC=CC=C1)C[Rb],Tg.csv:smiles1
[Fr]C(CCC(OCCCCOP(OCCCCOC(CCC(O[Rb])=O)=O)(OC1=CC=CC=C1)=O)=O)=O,LOI.csv:smiles2
[Fr]C(CCC(OCCCCOP(OCCCCO[Rb])(OC1=CC=CC=C1)=O)=O)=O,LOI.csv:smiles2
[Fr]C(CCC(OCCCCO[Rb])=O)=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Fr]C(CCCCC([Rb])=O)=O,T5.csv:smiles1
[Fr]C(CCCCCNC(C1=CC=C(C(O)=C1)N2C(C3=CC=C(C=C3C2=O)C([Rb])=O)=O)=O)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
[Fr]C(CCCCCN[Rb])=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Fr]C(C[Rb])(C)C(OC)=O,LOI.csv:smiles1
[Fr]C(C[Rb])c1ccc(OP(OCC)(OCC)=O)cc1,LOI.csv:smiles2;Tg.csv:smiles2
[Fr]C(Cl)C[Rb],LOI.csv:smiles1
[Fr]C(OCCOC1=C(P2(OC3=CC=CC=C3C4=CC=CC=C42)=O)C=C(OCCOC(C5=CC=C([Rb])C=C5)=O)C=C1)=O,LOI.csv:smiles1
[Fr]C(c1ccc(C(OCC(CC2)CCC2CO[Rb])=O)cc1)=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Fr]C1=CC(P2(C3=C(C4=C(O2)C=CC=C4)C=CC=C3)=O)=C(C=C1)OCCO[Rb],LOI.csv:smiles2;UL-94.csv:smiles2
[Fr]C1=CC=C(C(NC2=CC=C(OC3=CC=C(C(C)(C)C4=CC=C(OC5=CC=C(NC(C6=CC=C(N7C(C8C(C9=CC=C%10C%11=C9C8=CC=C%11C%12=CC=C%13C%14=C%12C%10=CC=C%14C%15C%13C(N([Rb])C%15=O)=O)C7=O)=O)C=C6)=O)C=C5)C=C4)C=C3)C=C2)=O)C=C1,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]C1=CC=C(S[Rb])C=C1,LOI.csv:smiles1
[Fr]C1=NC(C=C2)=C(O1)C=C2C(C=C3)=CC4=C3N=C(O4)C5=CC(C(N(C6=CC(N7C(C8=CC(C([Rb])=O)=CC=C8C7=O)=O)=CC=C6)C9=O)=O)=C9C=C5,T5.csv:smiles1
[Fr]C1=NC2=CC(C(C(F)(F)F)(C(F)(F)F)C3=CC4=C(C=C3)OC(C5=CC(N6C(C7=CC([Rb])=CC=C7C6=O)=O)=CC=C5)=N4)=CC=C2O1,T5.csv:smiles1
[Fr]C1=NC2=CC(C(C(F)(F)F)(C(F)(F)F)C3=CC4=C(C=C3)OC(C5=CC=C(N6C(C7=CC([Rb])=CC=C7C6=O)=O)C=C5)=N4)=CC=C2O1,T5.csv:smiles1
[Fr]CC(COc1ccc(cc1)C(c1ccc(cc1)O[Rb])(C)C)O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]CC(c1ccc(cc1)N1COc2c(C1)cccc2)[Rb],T5.csv:smiles1
[Fr]CN(c1ccccc1)Cc1c(O)ccc(c1[Rb])C(c1ccc2c(c1)CN(CO2)c1ccccc1)(CCC(=O)O)C,LOI.csv:smiles1;T5.csv:smiles1
[Fr]CN(c1ccccc1)Cc1c(O)ccc(c1[Rb])C(c1ccc2c(c1)CN(CO2)c1ccccc1)(CCC(=O)OCC12COP(=O)(OC1)OC2)C,LOI.csv:smiles1;T5.csv:smiles1
[Fr]CN(c1ccccc1)Cc1c(O)ccc(c1[Rb])Cc1ccc2c(c1)CC(NO2)c1ccccc1,LOI.csv:smiles1;T5.csv:smiles1
[Fr]CN(c1ccccc1)Cc1cc(/C=N/CC/N=C/c2ccc3c(c2)CN(CO3)c2ccccc2)cc(c1O)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]CN(c1ccccc1C)Cc1c(O)ccc(c1[Rb])/C=N/CC/N=C/c1ccc2c(c1)CN(CO2)c1ccccc1C,LOI.csv:smiles1;T5.csv:smiles1
[Fr]CN(c1ccccn1)Cc1c(O)ccc(c1[Rb])/C=N/CC/N=C/c1ccc2c(c1)CN(CO2)c1ccccn1,LOI.csv:smiles1;T5.csv:smiles1
[Fr]N(Cc1c(O)ccc(c1[Rb])Sc1ccc(c(c1[Fr])CN(Cc1ccco1)[Rb])O)Cc1ccco1,LOI.csv:smiles1;T5.csv:smiles1
[Fr]N([H])C1=CC=C(C(C2=CC=C(N(C(C3=CC=C(C(C4=CC=CC=C4C5=O)(O5)C6=CC=C(C([Rb])=O)C=C6)C=C3)=O)[H])C=C2)(C7=CC=CC=C78)OC8=O)C=C1,LOI.csv:smiles1
[Fr]N([H])C1=CC=C(C(C2=CC=C(N(C(C3=CC=CC(C([Rb])=O)=C3)=O)[H])C=C2)(C4=CC=CC=C45)OC5=O)C=C1,LOI.csv:smiles1
[Fr]NC1=CC=C(C=C1)NC(C2=CC=C(C=C2)OP(OC3=CC=C(C=C3)C(NC4=CC=C(C=C4)NC(CCCCC([Rb])=O)=O)[P@@]5(C6=C(C=CC=C6)C7=CC=CC=C7O5)=O)(C8=CC=CC=C8)=O)[P@]9(C%10=C(C=CC=C%10)C%11=CC=CC=C%11O9)=O,LOI.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Fr]NC1=CC=C(N=CC2=CC=C(OP(OC3=CC=C(C=NC4=CC=C(NC(CCCCC([Rb])=O)=O)C=C4)C=C3)(C5=CC=CC=C5)=O)C=C2)C=C1,LOI.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Fr]NCCCCC(=O)NCCCCC(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]NCCCCCCCCCCNC(=O)c1ccc(cc1)Oc1ccc(cc1)C1(c2ccc(cc2)Oc2ccc(cc2)C(=O)[Rb])c2ccccc2c2c1cccc2,T5.csv:smiles1
