smiles,source_columns
[Fr]Oc1ccc(cc1)NC(=O)c1ccc(cc1)P(=O)(c1ccccc1)c1ccc(cc1)C(=O)Nc1ccc(cc1)OP(=O)(c1ccc(cc1Cl)Cl)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)NC(=O)c1ccc(cc1)P(=O)(c1ccccc1)c1ccc(cc1)C(=O)Nc1ccc(cc1)OP(=O)(c1ccc(cc1Oc1cccc2c1cccc2)Oc1cccc2c1cccc2)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)NC(=O)c1ccc2c(c1)P(=O)(c1ccccc1)c1c(O2)ccc(c1)C(=O)Nc1ccc(cc1)OP(=O)(Oc1ccc(cc1)Br)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)NC(=O)c1ccc2c(c1)P(=O)(c1ccccc1)c1c(O2)ccc(c1)C(=O)Nc1ccc(cc1)OP(=O)(Oc1ccc(cc1)C)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)NC(=O)c1ccc2c(c1)P(=O)(c1ccccc1)c1c(O2)ccc(c1)C(=O)Nc1ccc(cc1)OP(=O)(Oc1ccc(cc1)Cl)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)NC(=O)c1ccc2c(c1)P(=O)(c1ccccc1)c1c(O2)ccc(c1)C(=O)Nc1ccc(cc1)OP(=O)(Oc1ccc(cc1)N(=O)=O)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)NC(=O)c1ccc2c(c1)P(=O)(c1ccccc1)c1c(O2)ccc(c1)C(=O)Nc1ccc(cc1)OP(=O)(Oc1ccc(cc1Cl)Cl)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)NC(=O)c1ccc2c(c1)P(=O)(c1ccccc1)c1c(O2)ccc(c1)C(=O)Nc1ccc(cc1)OP(=O)(Oc1ccc(cc1Oc1cccc2c1cccc2)Oc1cccc2c1cccc2)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)NC(=O)c1ccc2c(c1)P(=O)(c1ccccc1)c1c(O2)ccc(c1)C(=O)Nc1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)[Rb],Tg.csv:smiles1
[Fr]Oc1ccc(cc1)OP(=O)(Oc1c(Br)cc(c(c1Br)CCCCCCCCCCCCCC(C(Br)(Br)Br)Br)Br)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)NP(=O)(Nc1ccc(cc1)C(=O)[Rb])Nc1ccccc1,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOC(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOCCOC(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOCCOCCOC(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOCCOCCOCCOC(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OP(=O)(Oc1ccc(cc1)Br)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OP(=O)(Oc1ccc(cc1)C)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OP(=O)(Oc1ccc(cc1)N(=O)=O)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)[Rb])c1ccccc1,T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc(cc1)NP(=O)(Nc1ccc(cc1)C(=O)[Rb])Nc1ccccc1,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)c1ccc(cc1)OP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)[Rb])c1ccccc1,T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)[Rb],Tg.csv:smiles1
[Fr]Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1C(F)(F)F)P(=O)(c1ccc(c(c1)C(F)(F)F)[Rb])c1ccccc1,T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1cccc(c1)C(=O)c1ccc(cc1)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)c1ccc(cc1)OP(=O)(Nc1ccc(cc1)Br)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)c1ccc(cc1)OP(=O)(Nc1ccc(cc1)Cl)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)c1ccc(cc1)OP(=O)(Nc1ccc(cc1)N(=O)=O)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)c1ccc(cc1)OP(=O)(Nc1cccc2c1cccc2)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)c1ccc(cc1)OP(=O)(Nc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1CN(c1ccccc1)[Rb])C(c1ccc2c(c1)CN(CO2)c1ccccc1)(C)C,LOI.csv:smiles1
[Fr]Oc1ccc2c(c1)Oc1c(C32OC(=O)c2c3cccc2)ccc(c1)OP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]P(CCNCCCCCN[Rb])(C1=CC=CC=C1)=O,T5.csv:smiles1
[Fr]c1ccc(cc1)NC(=O)c1ccc(cc1)P(=O)(c1ccccc1)c1ccc(cc1)C(=O)Nc1ccc(cc1)OP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]c1ccc(cc1)OCc1nnn(c1)CCCn1nnc(c1)COc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]c1ccc(cc1)OCc1nnn(c1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)n1nnc(c1)COc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1P1(=O)Oc2ccccc2c2c1cccc2)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)[Rb])(C)C,LOI.csv:smiles1;UL-94.csv:smiles1
[Fr]c1ccc(cc1)Oc1ccc(cc1)C1(Cc2c(C1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)C2C(C1=O)CC(CC2)C1CCC2C(C1)C(=O)N(C2=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Fr]c1ccc(cc1)Oc1ccc(cc1)C1(Cc2c(C1=O)cccc2)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)C2C(C1=O)CC1C(C2)C(=O)N(C1=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Fr]c1ccc(cc1)Oc1ccc(cc1)N1C(=O)C2C(C1=O)CC(CC2)C1CCC2C(C1)C(=O)N(C2=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Fr]c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)Oc1ccc(cc1P1(=O)Oc2ccccc2c2c1cccc2)OC(=O)c1ccc2c(c1)C(=O)N(C2=O)[Rb],LOI.csv:smiles1;UL-94.csv:smiles1
[Fr]c1ccc(cc1)P(c1ccccc1)[Rb],T5.csv:smiles1
[Fr]c1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)C(C2=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]c1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)C(C2=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]c1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)C(C2=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]c1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Sc1ccc2c(c1)C(=O)C(C2=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]c1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]c1cccc(c1)P(=O)(C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1cccc(c1)N1C(=O)C(C1=O)c1ccc(cc1)C(=O)c1ccc(cc1)C1C(=O)N(C1=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]c1cccc(c1)P(=O)(c1cccc(c1)N1C(=O)C(C1=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C1C(=O)N(C1=O)[Rb])CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]c1cccc(c1)P(=O)(c1cccc(c1)N1C(=O)C(C1=O)c1ccc(cc1)C1C(=O)N(C1=O)[Rb])CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[H]C(C(NC1=CC(C(NC2=CC=C(OC3=C([C@@H]4C(C=CC=C5)=C5[C@H]6C7=C4C=CC=C7)C6=C(OC8=CC=C(N[Rb])C=C8)C=C3)C=C2)=O)=CC(C([Fr])=O)=C1)=O)(N9C(C%10C%11C%12=C(C(C%10C9=O)C%13=C%11C=CC=C%13)C=CC=C%12)=O)CC%14=CC=CC=C%14,T5.csv:smiles1;Tg.csv:smiles1
[H]C(C(NC1=CC(C(NC2=CC=C(OC3=CC=C(N[Rb])C=C3)C=C2)=O)=CC(C([Fr])=O)=C1)=O)(N4C(C5C6C7=C(C(C5C4=O)C8=C6C=CC=C8)C=CC=C7)=O)CC9=CC=CC=C9,T5.csv:smiles1;Tg.csv:smiles1
[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCN[Rb],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[H]N(C(CCP(N(C1=CC=C(C=C1)C([Fr])=O)[H])(C2=CC=CC=C2)=O)=O)C(C=C3)=CC=C3C(NCCCCCCN[Rb])=O,LOI.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[H]N(C1=CC=C(C2=NC(NC3=CC=C(C(NC4=CC=CC(N[Rb])=C4)=O)C=C3)=NN2)C=C1)C(C5=CC(C(N(C6=CC=C(C7=NC(NC8=CC=C(C=C8)C([Fr])=O)=NN7)C=C6)[H])=O)=CC=C5)=O,T5.csv:smiles1;Tg.csv:smiles1
[H]N(P1(OCC2(COP(N(C3=CC=C(C=C3)C([Fr])=O)[H])(OC2)=O)CO1)=O)C(C=C4)=CC=C4C(NCCCCCCN[Rb])=O,LOI.csv:smiles2;UL-94.csv:smiles2
[H][C@@](C1C(C2=CC=CC3=CC=CC(C1=O)=C32)=O)(C(NC4=CC(C([Fr])=O)=CC(C(NC5=CC(N[Rb])=C(C)C=C5)=O)=C4)=O)C(C)C,T5.csv:smiles1
[H][C@@](C1C(C2=CC=CC3=CC=CC(C1=O)=C32)=O)(C(NC4=CC(C([Fr])=O)=CC(C(NC5=CC=C(CC6=CC=C(N[Rb])C=C6)C=C5)=O)=C4)=O)C(C)C,T5.csv:smiles1
[H][C@@](C1C(C2=CC=CC3=CC=CC(C1=O)=C32)=O)(C(NC4=CC(C([Fr])=O)=CC(C(NC5CC(CN[Rb])(C)CC(C)(C)C5)=O)=C4)=O)C(C)C,T5.csv:smiles1
[H][C@@](C1C(C2=CC=CC3=CC=CC(C1=O)=C32)=O)(C(NC4=CC(C([Fr])=O)=CC(C(NCCCCCCN[Rb])=O)=C4)=O)C(C)C,T5.csv:smiles1
[Na]OOOSC1=CC2=C(C=C1O[Rb])C=C(OC([Fr])=O)C(SOOO[Na])=C2,LOI.csv:smiles2;T5.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
[O-]P(CC)(CC)=O.[O-]P(CC)(CC)=O.[O-]P(CC)(CC)=O.[Al+3],LOI.csv:mix_smiles1
[Rb]/C=N/CCCC/N=C/c1ccc(s1)c1cc(F)c(cc1F)c1ccc(s1)/C=N/CCCC/N=C/[Fr],LOI.csv:smiles1
[Rb]/C=N/CCCC/N=C/c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=N/CCCC/N=C/[Fr],LOI.csv:smiles1
[Rb]/C=N/CCCCCC/N=C/c1ccc(s1)c1cc(F)c(cc1F)c1ccc(s1)/C=N/CCCCCC/N=C/[Fr],LOI.csv:smiles1
[Rb]/C=N/CCCCCC/N=C/c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=N/CCCCCC/N=C/[Fr],LOI.csv:smiles1
[Rb]C(C#N)C[Fr],LOI.csv:smiles1
[Rb]C(C(C(C)CC)N1C([C@H]([C@H]2C(C(N(C(C(C)CC)C(NC3=CC=CC(P(C4=CC=CC(N[Fr])=C4)(C5=CC=CC=C5)=O)=C3)=O)C6=O)=O)C6[C@@H]7C=C2)[C@H]7C1=O)=O)=O,LOI.csv:smiles1;T5.csv:smiles1
[Rb]C(C(CC(C)C)N1C([C@H]([C@H]2C(C(N(C(CC(C)C)C(NC3=CC=CC(P(C4=CC=CC(N[Fr])=C4)(C5=CC=CC=C5)=O)=C3)=O)C6=O)=O)C6[C@@H]7C=C2)[C@H]7C1=O)=O)=O,LOI.csv:smiles1;T5.csv:smiles1
[Rb]C(C(CC)N1C([C@H]([C@H]2C(C(N(C(CC)C(NC3=CC=CC(P(C4=CC=CC(N[Fr])=C4)(C5=CC=CC=C5)=O)=C3)=O)C6=O)=O)C6[C@@H]7C=C2)[C@H]7C1=O)=O)=O,LOI.csv:smiles1;T5.csv:smiles1
[Rb]C(C(NC1=CC=C(/C=C/C(C2=C(C=CC=C3)C3=CC4=C2C=CC=C4)=O)C=C1)=O)C[Fr],Tg.csv:smiles1
[Rb]C(C1=CC(NC(C(N2C(C3=C(Br)C(Br)=C(Br)C(Br)=C3C2=O)=O)CC4=CC=CC=C4)=O)=CC(C(NC5=C(C=CC=C6N[Fr])C6=CC=C5)=O)=C1)=O,LOI.csv:smiles1
[Rb]C(C1=CC(NC(C(N2C(C3=C(Br)C(Br)=C(Br)C(Br)=C3C2=O)=O)CC4=CC=CC=C4)=O)=CC(C(NC5=CC=C(C6=CC=C(N[Fr])C=C6)C=C5)=O)=C1)=O,LOI.csv:smiles1
[Rb]C(C1=CC(NC(C(N2C(C3=C(Br)C(Br)=C(Br)C(Br)=C3C2=O)=O)CC4=CC=CC=C4)=O)=CC(C(NC5=CC=C(CC6=CC=C(N[Fr])C=C6)C=C5)=O)=C1)=O,LOI.csv:smiles1
[Rb]C(C1=CC(NC(C(N2C(C3=C(Br)C(Br)=C(Br)C(Br)=C3C2=O)=O)CC4=CC=CC=C4)=O)=CC(C(NC5=CC=CC(N[Fr])=C5)=O)=C1)=O,LOI.csv:smiles1
[Rb]C(C1=CC=C(C(N(C2=CC=C(C(NC3=C(O)C=C(C4=CC(O)=C(N[Fr])C=C4)C=C3)=O)C=C2)C5=O)=O)C5=C1)=O,T5.csv:smiles1
[Rb]C(C1=CC=C(C(N(C2=CC=CC(C(NC3=C(O)C=C(C4=CC(O)=C(N[Fr])C=C4)C=C3)=O)=C2)C5=O)=O)C5=C1)=O,T5.csv:smiles1
[Rb]C(CCCCC(NCCCCCC(NCCCCCC([Fr])=O)=O)=O)=O,LOI.csv:smiles1
[Rb]C(CCCCCNC(C1=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=CC(C([Fr])=O)=C1)=O)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
[Rb]C(c1cc(C(N(c2cc(P(c3ccccc3)(c4cc(N5C(c6ccc(C(N7C(CN([Fr])C7=O)=O)=O)cc6C5=O)=O)ccc4)=O)ccc2)C8=O)=O)c8cc1)=O,LOI.csv:smiles1;T5.csv:smiles1
[Rb]C1=CC=C(C(C)(C2=CC=C(OC(O[Fr])=O)C=C2)C)C=C1,LOI.csv:smiles1
[Rb]C1=CC=C(C(C2=CC=C(P(C3=CC=C(C(C4=CC=C(OC5=CC=C(C(C)(C6=CC=C(O[Fr])C=C6)C)C=C5)C=C4)=O)C=C3)(C7=CC=CC=C7)=O)C=C2)=O)C=C1,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]C1=CC=C(C(C2=CC=C(P(C3=CC=C(C(C4=CC=C(OC5=CC=C(O[Fr])C=C5)C=C4)=O)C=C3)(C6=CC=CC=C6)=O)C=C2)=O)C=C1,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]C1=CC=C(C(C2=CC=C(P(C3=CC=C(C(C4=CC=C(OC5=CC=C(S(=O)(C6=CC=C(O[Fr])C=C6)=O)C=C5)C=C4)=O)C=C3)(C7=CC=CC=C7)=O)C=C2)=O)C=C1,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]C1=CC=C(NC(NC(C2=CC=CC(C(NC(NC3=CC=C(N4C(C5=CC=C(C(C(F)(F)F)(C6=CC=C7C(C(N([Fr])C7=O)=O)=C6)C(F)(F)F)C=C5C4=O)=O)C=C3)=S)=O)=N2)=O)=S)C=C1,T5.csv:smiles1;Tg.csv:smiles1
[Rb]C1=CC=C(NC(NC(C2=CC=CC(C(NC(NC3=CC=C(N4C(C5=CC=C(C6=CC=C7C(C(N([Fr])C7=O)=O)=C6)C=C5C4=O)=O)C=C3)=S)=O)=N2)=O)=S)C=C1,T5.csv:smiles1;Tg.csv:smiles1
[Rb]C1=CC=C(NC(NC(C2=CC=CC(C(NC(NC3CCC(N4C(C5=CC=C(OC6=CC=C7C(C(N([Fr])C7=O)=O)=C6)C=C5C4=O)=O)CC3)=S)=O)=N2)=O)=S)C=C1,T5.csv:smiles1;Tg.csv:smiles1
[Rb]C1=CC=C(OC2=CC=C(N3C(C(C=CC(C(C4=CC=C(C(N([Fr])C5=O)=O)C5=C4)=O)=C6)=C6C3=O)=O)C=C2)C=C1,LOI.csv:smiles1
[Rb]C1=CC=C(S(C2=CC=C(N3C(C(C=CC(C(C4=CC=C(C(N([Fr])C5=O)=O)C5=C4)=O)=C6)=C6C3=O)=O)C=C2)(=O)=O)C=C1,LOI.csv:smiles1
[Rb]C1=CC=CC(P(C)(C2=CC=CC(C3C(C(C=CC(C(C(F)(F)F)(C(F)(F)F)C4=CC=C(C(N([Fr])C5=O)=O)C5=C4)=C6)=C6C3=O)=O)=C2)=O)=C1,T5.csv:smiles1;Tg.csv:smiles1
[Rb]C1=CC=CC(P(C)(C2=CC=CC(C3C(C(C=CC(C(C4=CC=C(C(N([Fr])C5=O)=O)C5=C4)=O)=C6)=C6C3=O)=O)=C2)=O)=C1,T5.csv:smiles1;Tg.csv:smiles1
[Rb]C1=CC=CC(P(C)(C2=CC=CC(C3C(C(C=CC(OC4=CC=C(C(C)(C5=CC=C(OC6=CC=C(C(N([Fr])C7=O)=O)C7=C6)C=C5)C)C=C4)=C8)=C8C3=O)=O)=C2)=O)=C1,T5.csv:smiles1;Tg.csv:smiles1
[Rb]C1=CC=CC(P(C)(C2=CC=CC(C3C(C(C=CC(OC4=CC=C(C(N([Fr])C5=O)=O)C5=C4)=C6)=C6C3=O)=O)=C2)=O)=C1,T5.csv:smiles1;Tg.csv:smiles1
[Rb]CC(C(=O)Nc1ccc(cc1)/C=C/C(=O)c1c2ccccc2cc2c1cccc2)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]CC(C(=O)Nc1ccc(cc1)/C=C/C(=O)c1ccc2c(c1)ccc(c2)OC)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Rb]CC(C(=O)OCCOP(=O)(c1ccccc1)Oc1ccccc1)[Fr],LOI.csv:smiles1
[Rb]CC(C1=CC=C(B(O)O)C=C1)[Fr],LOI.csv:smiles2
[Rb]CC(C1=CC=CC=C1)[Fr],LOI.csv:smiles1
[Rb]CC(O)[Fr],LOI.csv:smiles1
[Rb]CC([Fr])C1=CC=C(Br)C=C1,LOI.csv:smiles2
[Rb]CC([Fr])C1=CC=C([Si](C)(C)C)C=C1,LOI.csv:smiles2
[Rb]CC([Fr])C1=CC=C([Si](C)(Cl)C)C=C1,LOI.csv:smiles2
[Rb]CC([Fr])C1=CC=C([Si](Cl)(Cl)C)C=C1,LOI.csv:smiles2
[Rb]CC([Fr])C1=CC=CC=C1,LOI.csv:smiles1;LOI.csv:smiles2;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]CC([Si](C)(C)C)[Fr],LOI.csv:smiles2
[Rb]CC([Si](C)(Cl)C)[Fr],LOI.csv:smiles2
[Rb]CC(c1ccccc1)[Fr],LOI.csv:smiles1;T5.csv:smiles1
[Rb]CCC(=O)OCCOP(=O)(c1ccccc1)OCCOC(=O)CC[Fr],LOI.csv:smiles1
[Rb]CCCCCCNC(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)=O,LOI.csv:smiles2;UL-94.csv:smiles2
[Rb]CO[Fr],LOI.csv:smiles1
[Rb]N1C(=O)C2C(C1=O)CC1C(C2)C(=O)N(C1=O)c1ccc(cc1)Oc1ccc(cc1)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]N1C(C2CC(C3CC2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC(P(C6=CC=CC=C6)(C7=CC=CC=C7)=O)=C(C=C5)OC8=CC=C(C=C8)[Fr])=O)=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
[Rb]NC(C=C1)=CC=C1C(C=C2)=CC=C2N(C(C3=CC(C([Fr])=O)=CC(N(C(C4=CC=C(C=C4)N(C([C@](C)(N5C(C6=CC=CC=C6C5=O)=O)[H])=O)[H])=O)[H])=C3)=O)[H],T5.csv:smiles1;Tg.csv:smiles1
[Rb]NC1=CC(NC(C2=CC(C3=CN=C(N4CCCCC4)C=C3)=CC(C([Fr])=O)=N2)=O)=CC=C1,T5.csv:smiles2
[Rb]NC1=CC(NC(C2=CC=CC(C([Fr])=O)=C2)=O)=CC=C1,T5.csv:smiles1
[Rb]NC1=CC(NC(C2=CC=CC(C([Fr])=O)=N2)=O)=CC=C1,T5.csv:smiles1;T5.csv:smiles2
[Rb]NC1=CC=C(C(C2=NC(C3=CC=CC=C3)=C(N2)C4=CC=CC=C4)=C1)OC5=CC=C(C=C5)C6=C(N=C(N6)C7=CC=C(C=C7)C(F)(F)F)C8=CC=C(C=C8)OC9=CC=C(C=C9C%10=NC(C%11=CC=CC=C%11)=C(N%10)C%12=CC=CC=C%12)NC(C%13=CC=C(C([Fr])=O)C=C%13)=O,T5.csv:smiles1;Tg.csv:smiles1
[Rb]NC1=CC=C(C(C2=NC(C3=CC=CC=C3)=C(N2)C4=CC=CC=C4)=C1)OC5=CC=C(C=C5)C6=C(N=C(N6)C7=CC=C(C=C7)C(F)(F)F)C8=CC=C(C=C8)OC9=CC=C(C=C9C%10=NC(C%11=CC=CC=C%11)=C(N%10)C%12=CC=CC=C%12)NC(C%13=NC(C([Fr])=O)=CC=C%13)=O,T5.csv:smiles1;Tg.csv:smiles1
[Rb]NC1=CC=C(C(C2=NC(C3=CC=CC=C3)=C(N2)C4=CC=CC=C4)=C1)OC5=CC=C(C=C5)C6=C(N=C(N6)C7=CC=C(C=C7)C(F)(F)F)C8=CC=C(C=C8)OC9=CC=C(C=C9C%10=NC(C%11=CC=CC=C%11)=C(N%10)C%12=CC=CC=C%12)NC(CCCCCCCCC([Fr])=O)=O,T5.csv:smiles1;Tg.csv:smiles1
