combination_id,freq_threshold,var_threshold,mi_threshold,corr_threshold,feature_count,performance
40,0.01,0.005,60,0.8,135,0.6323591807079605
41,0.01,0.005,60,0.85,179,0.6424772314706628
42,0.01,0.005,60,0.9,235,0.687315758233211
43,0.01,0.005,60,0.95,330,0.6878730184019319
44,0.01,0.005,60,0.98,485,0.6871027259600265
45,0.01,0.005,70,0.8,106,0.6119769114534939
46,0.01,0.005,70,0.85,146,0.616168048214222
47,0.01,0.005,70,0.9,187,0.6374884994766467
48,0.01,0.005,70,0.95,262,0.6657936496435288
49,0.01,0.005,70,0.98,393,0.6583164125265224
50,0.01,0.01,30,0.8,188,0.6367106936891815
51,0.01,0.01,30,0.85,245,0.6393370771605122
52,0.01,0.01,30,0.9,326,0.654062712587794
53,0.01,0.01,30,0.95,471,0.6858590383227731
54,0.01,0.01,30,0.98,668,0.6956363659898501
55,0.01,0.01,40,0.8,177,0.6533372807528375
56,0.01,0.01,40,0.85,233,0.6511125365213412
57,0.01,0.01,40,0.9,309,0.6639331360385112
58,0.01,0.01,40,0.95,442,0.687058878393288
59,0.01,0.01,40,0.98,631,0.6882082404318851
60,0.01,0.01,50,0.8,158,0.6604868355905367
61,0.01,0.01,50,0.85,217,0.6650057639999778
62,0.01,0.01,50,0.9,284,0.6861671665986948
63,0.01,0.01,50,0.95,400,0.681943027226344
64,0.01,0.01,50,0.98,574,0.686651533667255
65,0.01,0.01,60,0.8,133,0.6553854627095514
66,0.01,0.01,60,0.85,181,0.6598672844258513
67,0.01,0.01,60,0.9,240,0.6620078755564436
68,0.01,0.01,60,0.95,336,0.682715296590195
69,0.01,0.01,60,0.98,485,0.7023730857046087
70,0.01,0.01,70,0.8,110,0.6223093638802637
71,0.01,0.01,70,0.85,148,0.6336569093729085
72,0.01,0.01,70,0.9,193,0.6590076116928588
73,0.01,0.01,70,0.95,266,0.689167516902499
74,0.01,0.01,70,0.98,401,0.6776854057275556
75,0.01,0.02,30,0.8,167,0.6422550677635314
76,0.01,0.02,30,0.85,222,0.6472767402397417
77,0.01,0.02,30,0.9,297,0.655084854015376
78,0.01,0.02,30,0.95,425,0.6932440642739444
79,0.01,0.02,30,0.98,615,0.6866018334584764
80,0.01,0.02,40,0.8,153,0.6254045369439212
81,0.01,0.02,40,0.85,208,0.6462096199931702
82,0.01,0.02,40,0.9,278,0.6545135291067223
83,0.01,0.02,40,0.95,404,0.6815692151587528
84,0.01,0.02,40,0.98,584,0.6832697660517261
85,0.01,0.02,50,0.8,145,0.6431773376971014
86,0.01,0.02,50,0.85,196,0.6420534917044933
87,0.01,0.02,50,0.9,254,0.6496145344276014
88,0.01,0.02,50,0.95,363,0.6604240566934608
89,0.01,0.02,50,0.98,533,0.6848376329098278
90,0.01,0.02,60,0.8,126,0.6304892211863571
91,0.01,0.02,60,0.85,162,0.643453252822323
92,0.01,0.02,60,0.9,212,0.6750724586952594
93,0.01,0.02,60,0.95,300,0.6827189462959048
94,0.01,0.02,60,0.98,449,0.6535552295282814
95,0.01,0.02,70,0.8,97,0.6119796619895201
96,0.01,0.02,70,0.85,131,0.6284542418627859
97,0.01,0.02,70,0.9,170,0.6551225839561765
98,0.01,0.02,70,0.95,238,0.6803562216951429
99,0.01,0.02,70,0.98,354,0.6634822649707441
100,0.01,0.05,30,0.8,133,0.5980392575437286
101,0.01,0.05,30,0.85,181,0.6334297254459147
102,0.01,0.05,30,0.9,242,0.6402739358782789
103,0.01,0.05,30,0.95,351,0.673753868327615
104,0.01,0.05,30,0.98,528,0.65855267302561
105,0.01,0.05,40,0.8,122,0.5713187666907403
106,0.01,0.05,40,0.85,170,0.6310774307331677
107,0.01,0.05,40,0.9,225,0.6444713984305984
108,0.01,0.05,40,0.95,329,0.6797001312135194
109,0.01,0.05,40,0.98,500,0.6599202725886346
110,0.01,0.05,50,0.8,114,0.5876590172234186
111,0.01,0.05,50,0.85,153,0.6344653730315822
112,0.01,0.05,50,0.9,203,0.6359154679858163
113,0.01,0.05,50,0.95,289,0.670627867916503
114,0.01,0.05,50,0.98,442,0.6684989862201524
115,0.01,0.05,60,0.8,97,0.5887999694580658
116,0.01,0.05,60,0.85,127,0.6112272808037126
117,0.01,0.05,60,0.9,169,0.6384303785231877
118,0.01,0.05,60,0.95,231,0.6657584951315947
119,0.01,0.05,60,0.98,364,0.6613943636216483
120,0.01,0.05,70,0.8,73,0.5980698343298989
121,0.01,0.05,70,0.85,101,0.6402838811474153
122,0.01,0.05,70,0.9,137,0.6615999397727801
123,0.01,0.05,70,0.95,192,0.6808602780989423
124,0.01,0.05,70,0.98,288,0.6752004321112356
125,0.03,0.001,30,0.8,126,0.6250595899332989
126,0.03,0.001,30,0.85,168,0.6410656057393174
127,0.03,0.001,30,0.9,221,0.6450387550248935
128,0.03,0.001,30,0.95,302,0.6764297041483904
129,0.03,0.001,30,0.98,453,0.671483047683448
130,0.03,0.001,40,0.8,112,0.6450223588155767
131,0.03,0.001,40,0.85,151,0.6485693910828209
132,0.03,0.001,40,0.9,197,0.6496805926753555
133,0.03,0.001,40,0.95,274,0.6837389886229392
134,0.03,0.001,40,0.98,415,0.6767965342870393
135,0.03,0.001,50,0.8,97,0.6230973024611641
136,0.03,0.001,50,0.85,130,0.6156317540792401
137,0.03,0.001,50,0.9,174,0.6544430988502098
138,0.03,0.001,50,0.95,238,0.6842507145764557
139,0.03,0.001,50,0.98,357,0.6905547220812327
140,0.03,0.001,60,0.8,80,0.6102083215485588
141,0.03,0.001,60,0.85,106,0.6414469336044106
142,0.03,0.001,60,0.9,143,0.6764943377048188
143,0.03,0.001,60,0.95,202,0.6837620332618723
144,0.03,0.001,60,0.98,292,0.6797448155060744
145,0.03,0.001,70,0.8,63,0.5893506067762344
