C,O,CC,C1=CC=CC=C1,C=O,CC1=CC=CC=C1,CO,CC=O,CCC,N,COC,CCN,CCNC,O=P,NC=O,CCO,CCOC,COC=O,NCC1=CC=CC=C1,CCC=O,CP,CCCC,CCNCC,CCOCC,CC1=CC=CC(C)=C1,O=PC1=CC=CC=C1,OCC1=CC=CC=C1,CPC,CC1=CC=CC=C1C,CPC1=CC=CC=C1,COC1=CC=C(C)C=C1,CC1=CC(C=O)=CC=C1,CCCNC,CCCC=O,CC1=CC=CC=C1C=O,O=CC1=CC=CC(C=O)=C1,CCCCCC,CPO,OCCO,CNCC1=CC(C)=CC=C1,O=CC1=CC=CC=C1C=O,O=CC1=CC=C(C=O)C=C1,CC1=CC=CC=C1CN,O=C1NCC2=C1C=CC=C2,CN(C)CC1=CC=CC=C1,CC1=CC(CNC2=CC=CC=C2)=CC=C1,COPC1=CC=CC=C1,C1=CC=C(C2=CC=CC=C2)C=C1,CCCNCC,CCOC1=CC=CC=C1,CPOC1=CC=CC=C1,CC1=CC=C(CN)C=C1,CCCCCNC,CNC1=CC(C)=CC=C1,CC1=CC=C(C)C(C)=C1,CC1=CC(C=O)=C(C)C=C1,CC1=CC2=C(C=C1)C(=O)NC2,CC1=CC=C(CO)C=C1,CC1=CC2=C(C=C1)CN(C)C2,CC1=CC=C2C(=O)N(C)CC2=C1,COC(=O)C1=CC=C(C)C=C1,CCNC(=O)CC,CCOCC1=CC=C(C)C=C1,CCCCCCNC(C)=O,CC1=CC(C=O)=CC(NC=O)=C1,CC(C=O)CC=O,CCCCNCCC,O=CC1=CC(C(=O)O)=CC=C1,CCOC(=O)C1=CC(C)=CC=C1,CC1=CC=C(COCCO)C=C1,CC1=CC=CC(NCC2=CC=CC=C2)=C1,CCCCCNCCCC,CCOC(=O)C1=CC(C=O)=CC=C1,CCCP,O=CC1=CC(C(=O)OCCO)=CC=C1,CCCCCCNC(=O)CC,O=CCCPC1=CC=CC=C1,C1=NC=NC=N1,CC1=CC=C(CNC2=CC(C)=CC=C2)C=C1,CCCP(=O)(OC)C1=CC=CC=C1,COP(=O)(CCC=O)C1=CC=CC=C1,[NH4+],CCCCCCNC(=O)CCCC,*P
10.913043,4.130435,3.1304348,1.1304348,2.1304348,2.1304348,3.0,2.1304348,0.0,0.13043478,1.0,0.13043478,0.13043478,0.0,0.13043478,3.0,2.0,1.0,0.13043478,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478,0.0,0.0,0.0,0.0,0.0,0.8695652,0.0,0.0,0.8695652,0.0,0.8695652,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.166667,4.1666665,3.1666667,1.1666666,2.1666667,2.1666667,3.0,2.1666667,0.0,0.16666667,1.0,0.16666667,0.16666667,0.0,0.16666667,3.0,2.0,1.0,0.16666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.8333333,0.0,0.0,0.8333333,0.0,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.333333,4.047619,3.047619,1.0476191,2.047619,2.047619,3.0,2.047619,0.0,0.04761905,1.0,0.04761905,0.04761905,0.0,0.04761905,3.0,2.0,1.0,0.04761905,0.0,0.0,0.0,0.0,1.0,0.04761905,0.0,1.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.04761905,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0952381,0.0,0.0,0.04761905,0.04761905,0.95238096,0.0952381,0.0,0.04761905,0.0,0.04761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.636364,4.090909,3.090909,1.0909091,2.090909,2.090909,3.0,2.090909,0.0,0.09090909,1.0,0.09090909,0.09090909,0.0,0.09090909,3.0,2.0,1.0,0.09090909,0.0,0.0,0.0,0.0,1.0,0.09090909,0.0,1.0,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.09090909,0.0,0.0,1.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.90909094,0.0,0.0,0.90909094,0.0,0.90909094,0.0,0.18181819,0.0,0.0,0.09090909,0.09090909,0.90909094,0.18181819,0.0,0.09090909,0.0,0.09090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.913043,4.130435,3.1304348,1.1304348,2.1304348,2.1304348,3.0,2.1304348,0.0,0.13043478,1.0,0.13043478,0.13043478,0.0,0.13043478,3.0,2.0,1.0,0.13043478,0.0,0.0,0.0,0.0,1.0,0.13043478,0.0,1.0,0.0,0.0,0.0,0.0,0.26086956,0.0,0.0,0.0,0.13043478,0.0,0.0,1.0,0.0,0.0,0.8695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956,0.0,0.0,0.0,0.8695652,0.0,0.0,0.8695652,0.0,0.8695652,0.0,0.26086956,0.0,0.0,0.13043478,0.13043478,0.8695652,0.26086956,0.0,0.13043478,0.0,0.13043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.714286,4.047619,3.142857,1.0952381,2.047619,2.142857,3.0,2.047619,0.0,0.04761905,1.0,0.04761905,0.04761905,0.0,0.04761905,3.0,2.0,1.0,0.04761905,0.0,0.0,0.0,0.0,1.0,0.04761905,0.0,1.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.04761905,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761905,0.0,0.0952381,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0952381,0.0,0.0,0.04761905,0.04761905,0.95238096,0.0952381,0.0,0.04761905,0.0,0.04761905,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0
11.363636,4.090909,3.2727273,1.1818181,2.090909,2.2727273,3.0,2.090909,0.0,0.09090909,1.0,0.09090909,0.09090909,0.0,0.09090909,3.0,2.0,1.0,0.09090909,0.0,0.0,0.0,0.0,1.0,0.09090909,0.0,1.0,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.09090909,0.0,0.0,1.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909,0.0,0.18181819,0.0,0.0,0.0,0.90909094,0.0,0.0,0.90909094,0.0,0.90909094,0.0,0.18181819,0.0,0.0,0.09090909,0.09090909,0.90909094,0.18181819,0.0,0.09090909,0.0,0.09090909,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.0,0.0
10.761905,4.095238,3.1904762,1.0952381,2.0952382,2.1904762,3.0,2.0952382,0.0,0.04761905,1.0,0.0952381,0.1904762,0.0,0.0952381,3.0,2.0,1.0,0.0952381,0.0,0.0,0.0,0.04761905,1.0,0.0952381,0.0,1.0,0.0,0.04761905,0.0,0.0,0.14285715,0.0,0.0,0.0952381,0.04761905,0.0,0.0,1.0,0.0952381,0.04761905,0.95238096,0.04761905,0.0952381,0.04761905,0.04761905,0.0,0.0,0.0,0.0,0.0,0.04761905,0.0,0.1904762,0.04761905,0.04761905,0.04761905,0.95238096,0.04761905,0.04761905,0.95238096,0.0,0.95238096,0.0,0.1904762,0.0,0.0,0.04761905,0.04761905,0.95238096,0.1904762,0.0,0.04761905,0.0,0.04761905,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0
11.454545,4.181818,3.3636363,1.1818181,2.1818182,2.3636363,3.0,2.1818182,0.0,0.09090909,1.0,0.18181819,0.36363637,0.0,0.18181819,3.0,2.0,1.0,0.18181819,0.0,0.0,0.0,0.09090909,1.0,0.18181819,0.0,1.0,0.0,0.09090909,0.0,0.0,0.27272728,0.0,0.0,0.18181819,0.09090909,0.0,0.0,1.0,0.18181819,0.09090909,0.90909094,0.09090909,0.18181819,0.09090909,0.09090909,0.0,0.0,0.0,0.0,0.0,0.09090909,0.0,0.36363637,0.09090909,0.09090909,0.09090909,0.90909094,0.09090909,0.09090909,0.90909094,0.0,0.90909094,0.0,0.36363637,0.0,0.0,0.09090909,0.09090909,0.90909094,0.36363637,0.0,0.09090909,0.0,0.09090909,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.0,0.0
10.380953,4.047619,3.0952382,1.0476191,2.047619,2.0952382,3.0,2.047619,0.0,0.0952381,1.0,0.04761905,0.04761905,0.0,0.04761905,3.0,2.0,1.0,0.04761905,0.0,0.0,0.0,0.0,1.0,0.04761905,0.0,1.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.04761905,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761905,0.0,0.0952381,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0952381,0.0,0.0,0.04761905,0.04761905,0.95238096,0.0952381,0.0,0.04761905,0.0,0.04761905,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0
10.592592,4.0740743,3.148148,1.074074,2.074074,2.148148,3.0,2.074074,0.0,0.14814815,1.0,0.074074075,0.074074075,0.0,0.074074075,3.0,2.0,1.0,0.074074075,0.0,0.0,0.0,0.0,1.0,0.074074075,0.0,1.0,0.0,0.0,0.0,0.0,0.14814815,0.0,0.0,0.0,0.074074075,0.0,0.0,1.0,0.0,0.0,0.9259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074074075,0.0,0.14814815,0.0,0.0,0.0,0.9259259,0.0,0.0,0.9259259,0.0,0.9259259,0.0,0.14814815,0.0,0.0,0.074074075,0.074074075,0.9259259,0.14814815,0.0,0.074074075,0.0,0.074074075,0.0,0.0,0.0,0.14814815,0.0,0.0,0.0,0.0,0.0
10.380953,4.047619,3.0952382,1.0476191,2.047619,2.0952382,3.0,2.047619,0.0,0.0952381,1.0,0.04761905,0.04761905,0.0,0.04761905,3.0,2.0,1.0,0.04761905,0.0,0.0,0.0,0.0,1.0,0.0952381,0.0,1.0,0.0,0.0,0.0,0.0,0.14285715,0.0,0.0,0.0,0.04761905,0.0,0.0,1.0,0.04761905,0.0,0.95238096,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0952381,0.0,0.0,0.04761905,0.04761905,0.95238096,0.0952381,0.0,0.04761905,0.0,0.04761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.592592,4.0740743,3.148148,1.074074,2.074074,2.148148,3.0,2.074074,0.0,0.14814815,1.0,0.074074075,0.074074075,0.0,0.074074075,3.0,2.0,1.0,0.074074075,0.0,0.0,0.0,0.0,1.0,0.14814815,0.0,1.0,0.0,0.0,0.0,0.0,0.22222222,0.0,0.0,0.0,0.074074075,0.0,0.0,1.0,0.074074075,0.0,0.9259259,0.0,0.0,0.0,0.074074075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814815,0.0,0.0,0.0,0.9259259,0.0,0.0,0.9259259,0.0,0.9259259,0.0,0.14814815,0.0,0.0,0.074074075,0.074074075,0.9259259,0.14814815,0.0,0.074074075,0.0,0.074074075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.333333,4.0,3.047619,1.0476191,2.0,2.047619,3.0,2.0,0.0,0.0952381,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.636364,4.0,3.090909,1.0909091,2.0,2.090909,3.0,2.0,0.0,0.18181819,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.90909094,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.333333,4.0,3.047619,1.0476191,2.0,2.047619,3.0,2.0,0.0,0.0952381,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285715,0.0,1.0,0.0,0.0,0.0,0.0,0.1904762,0.0,0.0,0.0,0.04761905,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0,0.0,0.0,0.04761905,0.0952381,0.95238096,0.0,0.0,0.04761905,0.0,0.04761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.636364,4.0,3.090909,1.0909091,2.0,2.090909,3.0,2.0,0.0,0.18181819,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27272728,0.0,1.0,0.0,0.0,0.0,0.0,0.36363637,0.0,0.0,0.0,0.09090909,0.0,0.0,1.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.90909094,0.0,0.90909094,0.0,0.0,0.0,0.0,0.09090909,0.18181819,0.90909094,0.0,0.0,0.09090909,0.0,0.09090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.166667,4.0,3.1666667,1.1666666,2.0,2.1666667,3.0,2.0,0.0,0.33333334,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,0.16666667,0.0,0.0,1.0,0.0,0.0,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333,0.0,0.0,0.8333333,0.0,0.8333333,0.0,0.0,0.0,0.0,0.16666667,0.33333334,0.8333333,0.0,0.0,0.16666667,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.727273,4.0,3.090909,1.0909091,2.0,2.090909,3.0,2.0,0.0,0.18181819,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27272728,0.0,1.0,0.0,0.0,0.0,0.0,0.36363637,0.0,0.0,0.0,0.09090909,0.0,0.0,1.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.90909094,0.0,0.90909094,0.0,0.0,0.0,0.0,0.09090909,0.18181819,0.90909094,0.0,0.0,0.09090909,0.0,0.09090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.333333,4.0,3.1666667,1.1666666,2.0,2.1666667,3.0,2.0,0.0,0.33333334,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,0.16666667,0.0,0.0,1.0,0.0,0.0,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333,0.0,0.0,0.8333333,0.0,0.8333333,0.0,0.0,0.0,0.0,0.16666667,0.33333334,0.8333333,0.0,0.0,0.16666667,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.166667,4.1666665,3.1666667,1.1666666,2.0,2.1666667,3.0,2.0,0.0,0.16666667,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,0.16666667,0.0,0.0,1.0,0.0,0.0,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333,0.0,0.0,0.8333333,0.0,0.8333333,0.0,0.0,0.0,0.0,0.16666667,0.33333334,0.8333333,0.0,0.0,0.16666667,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.166667,4.0,3.1666667,1.1666666,2.0,2.1666667,3.0,2.0,0.0,0.16666667,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,0.16666667,0.0,0.0,1.0,0.0,0.0,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333,0.0,0.0,0.8333333,0.0,0.8333333,0.0,0.0,0.0,0.0,0.16666667,0.33333334,0.8333333,0.0,0.0,0.16666667,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.380953,4.0,3.047619,1.0476191,2.0,2.047619,3.0,2.0,0.0,0.0952381,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.727273,4.0,3.090909,1.0909091,2.0,2.090909,3.0,2.0,0.0,0.18181819,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.90909094,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.333333,4.0,3.1666667,1.1666666,2.0,2.1666667,3.0,2.0,0.0,0.33333334,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333,0.0,0.0,0.8333333,0.0,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.666667,4.0,3.0952382,1.0952381,2.0,2.0952382,3.0,2.0,0.0,0.1904762,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.666667,4.0,3.0952382,1.0952381,2.0,2.0952382,3.0,2.0,0.0,0.1904762,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04761905,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.272727,4.0,3.1818182,1.1818181,2.0,2.1818182,3.0,2.0,0.0,0.36363637,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09090909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.90909094,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.952381,4.047619,3.0952382,1.1428572,2.0,2.0952382,3.0952382,2.0,0.0,0.1904762,1.0476191,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.666667,4.0,3.0952382,1.0952381,2.0,2.0952382,3.0,2.0,0.0,0.0952381,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.272727,4.0,3.1818182,1.1818181,2.0,2.1818182,3.0,2.0,0.0,0.18181819,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.826087,4.0,3.2608695,1.2608696,2.0,2.2608695,3.0,2.0,0.0,0.26086956,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.333333,4.0,3.047619,1.0476191,2.0,2.047619,3.0,2.0,0.0,0.04761905,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04761905,0.0,1.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.04761905,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0,0.0,0.0,0.04761905,0.04761905,0.95238096,0.0,0.0,0.04761905,0.0,0.04761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.333333,4.047619,3.047619,1.0476191,2.0,2.047619,3.047619,2.0,0.0,0.04761905,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04761905,0.0,1.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.04761905,0.0,0.0,1.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.95238096,0.0,0.0,0.0,0.0,0.04761905,0.04761905,0.95238096,0.0,0.0,0.04761905,0.0,0.04761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
