combination_id,freq_threshold,var_threshold,mi_threshold,corr_threshold,feature_count,performance
366,0.05,0.05,60,0.85,55,0.6278239019745709
367,0.05,0.05,60,0.9,70,0.6231705426931391
368,0.05,0.05,60,0.95,94,0.6497805717740182
369,0.05,0.05,60,0.98,120,0.6539919907749607
370,0.05,0.05,70,0.8,32,0.6123711140097459
371,0.05,0.05,70,0.85,39,0.622704925249504
372,0.05,0.05,70,0.9,52,0.6404411044175329
373,0.05,0.05,70,0.95,69,0.6432542676128894
374,0.05,0.05,70,0.98,91,0.6624701114564976
375,0.08,0.001,30,0.8,49,0.708790474471996
376,0.08,0.001,30,0.85,63,0.721834359310055
377,0.08,0.001,30,0.9,83,0.7414127474082484
378,0.08,0.001,30,0.95,121,0.7337792621356154
379,0.08,0.001,30,0.98,161,0.7329101661982713
380,0.08,0.001,40,0.8,49,0.7090465197475901
381,0.08,0.001,40,0.85,62,0.7249770283010729
382,0.08,0.001,40,0.9,79,0.7307155366511232
383,0.08,0.001,40,0.95,111,0.728077423002029
384,0.08,0.001,40,0.98,145,0.7278543940649618
385,0.08,0.001,50,0.8,44,0.6401488317364354
386,0.08,0.001,50,0.85,57,0.6312467179502013
387,0.08,0.001,50,0.9,72,0.6139725420327536
388,0.08,0.001,50,0.95,100,0.6507231764398329
389,0.08,0.001,50,0.98,130,0.6519987915121038
390,0.08,0.001,60,0.8,40,0.643617053198428
391,0.08,0.001,60,0.85,51,0.6133652352264252
392,0.08,0.001,60,0.9,65,0.6240640500482227
393,0.08,0.001,60,0.95,86,0.6478446443691526
394,0.08,0.001,60,0.98,111,0.6455767891666913
395,0.08,0.001,70,0.8,29,0.6257828148774763
396,0.08,0.001,70,0.85,37,0.6255142900491519
397,0.08,0.001,70,0.9,48,0.6276845640720983
398,0.08,0.001,70,0.95,64,0.647935238045261
399,0.08,0.001,70,0.98,84,0.6491716398762187
400,0.08,0.005,30,0.8,49,0.7144276613699243
401,0.08,0.005,30,0.85,62,0.7279357133579696
402,0.08,0.005,30,0.9,84,0.7234784343291689
403,0.08,0.005,30,0.95,116,0.733041865241933
404,0.08,0.005,30,0.98,157,0.7273050559649438
405,0.08,0.005,40,0.8,45,0.6447442024674505
406,0.08,0.005,40,0.85,56,0.649942238255743
407,0.08,0.005,40,0.9,75,0.6368117704688053
408,0.08,0.005,40,0.95,106,0.6551053886322848
409,0.08,0.005,40,0.98,138,0.6714598916206924
